Catalogue Identifier,City,Year,Duration,Type,Institution,Catalogue Price,Monday Open,Monday Time,Monday Lowest Price,Monday Highest Price,Tuesday Open,Tuesday Time,Tuesday Lowest Price,Tuesday Highest Price,Wednesday Open,Wednesday Time,Wednesday Lowest Price,Wednesday Highest Price,Thursday Open,Thursday Time,Thursday Lowest Price,Thursday Highest Price,Friday Open,Friday Time,Friday Lowest Price,Friday Highest Price,Saturday Open,Saturday Time,Saturday Lowest Price,Saturday Highest Price,Sunday Open,Sunday Time,Sunday Lowest Price,Sunday Highest Price,Membership Available,Membership Price,Membership Benefits,Lottery,Lottery price,Competition,Minimum Age,Total Entries,misc,Reasoner,delpher link
2015019790,s-hertogenbosch,1839,15/06-15/07,national,provinciaal genootschap van kunsten en wetenschappen in noord-brabant,0.25,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,TRUE,unknown,unknown,unknown,FALSE,unavailable,unavailable,unavailable,FALSE,unknown,unknown,TRUE,unknown,TRUE,unknown,125,alle stukken met sterretje zijn te koop.,"city identified from 'te 'shertogenbosch' and institutional references. year extracted from '1859'. institution derived from 'koninklijke school'. catalogue price parsed from '25 cents'. opening days/times extracted from 'met uitzondering van den zondag, dagelijks... 9 tot 10 ure'. competition marked true due to 'algemeenen wedstrijd' and prize listings. total entries counted as 125 (last numbered entry). misc notes asterisked works for sale.","https://www.delpher.nl/nl/kranten/view?query=hertogenbosch+tentoonstelling+%22levende+meesters%22+1839&coll=ddd&page=1&identifier=ddd:010071483:mpeg21:p004&resultsidentifier=ddd:010071483:mpeg21:a0022&rowid=3, https://www.delpher.nl/nl/kranten/view?query=hertogenbosch+tentoonstelling+%22levende+meesters%22+1839&coll=ddd&page=1&identifier=ddd:010071483:mpeg21:p004&resultsidentifier=ddd:010071483:mpeg21:a0022&rowid=3"
2015022560,amsterdam,1841,november,national,arti et amicitiae,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,178,tentoonstelling ten behoeve van het fonds voor weduwen en weezen van de maatschappij,exhibition location inferred from amsterdam header. year explicitly stated as 1905. institution identified as maatschappij arti et amicitiae through common abbreviation patterns. total entries counted through sequential numbering up to #178 including later additions. no explicit mention of opening days/times/prices or membership structures. benefit purpose mentioned in header.,nan
2015022670,amsterdam,1842,maart,international,arti et amicitiae,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,11:00-16:00,0.25,0.25,TRUE,unknown,toegang vanaf 10:00 uur,TRUE,unknown,FALSE,unknown,126,opbrengst ten behoeve van weduwen- en weezenfonds; niet-afgehaalde prijzen uit verloting 1841; catalogus niet gratis.,extracted city from 'te amsterdam'; year from catalog footer (1856); type inferred from inclusion of international artists; institution as 'arti et amicitiae'; catalogue price '25 cents' converted to 0.25; daily openings from 'eiken dag geopend'; time standardized to 11:00-16:00; entry price fixed at 0.25; membership inferred from early access for members; lottery mentioned for 1856; total entries counted up to n°126; misc includes charity purpose and unclaimed prizes.,nan
2015036030,leeuwarden,1844,03/07-23/07,national,provinciaal bestuur van friesland,0.5,TRUE,11:00-18:00,0.25,0.25,TRUE,11:00-18:00,0.25,0.25,TRUE,11:00-18:00,0.25,0.25,TRUE,11:00-18:00,0.25,0.25,TRUE,11:00-18:00,0.25,0.25,TRUE,11:00-18:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,TRUE,1,vrije toegang elke dag van de tentoonstelling,TRUE,3,FALSE,unknown,697,tentoonstelling georganiseerd door het provinciaal bestuur met commissie van beoordeling. geen prijsinformatie of openingstijden vermeld. laatste catalogusnummer 697.,catalog states july 3-23 1844 as duration with judging commission. no membership/opening hours mentioned. 697 numbered entries with supplements.,https://www.delpher.nl/nl/kranten/view?query=leeuwarden+tentoonstelling+1844&coll=ddd&cql%5b%5d=%28date+_gte_+%2201-01-1844%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1844%22%29&redirect=true&identifier=ddd:010583205:mpeg21:a0001&resultsidentifier=ddd:010583205:mpeg21:a0001&rowid=2
2015021020,rotterdam,1846,17/07-unknown,national,"de commissie van beheer over de tentoonstelling van schilderijen enz., te rotterdam",0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,TRUE,unknown,doorlopende toegangskaarten voor persoonlijke gebruik,FALSE,unknown,FALSE,unknown,269,"toegangskaarten persoonlijk, niet overdraagbaar. stukken met * te koop.",city extracted from 'te rotterdam' in header. year unclear due to typo 'uki'. duration not specified. institution derived from commission name. catalogue price: 25 cents stated. open daily except sunday (10:00-16:00). entry price fixed at 0.25 guilders. competition marked 'true' due to medal award mention. total entries counted as 269 (last numbered item). misc notes: non-transferable tickets & sales indicators.,https://www.delpher.nl/nl/kranten/view?cql%5b%5d=%28date+_gte_+%2201-01-1846%22%29&cql%5b%5d=%28date+_lte_+%2231-12-1846%22%29&query=rotterdam+levende+meesters+gemeenlandshuis+tentoonstelling+1846&coll=ddd&redirect=true&identifier=ddd:010082405:mpeg21:a0028&resultsidentifier=ddd:010082405:mpeg21:a0028&rowid=3
2015036270,groningen,1849,07/05-23/06,national,pictura,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,TRUE,unknown,gratis toegang,TRUE,5,FALSE,10,294,stokken en parapluien aan den ingang afgeven; kunstwerken zonder * zijn te koop,exhibition held by kunstlievend genootschap pictura. open daily except sundays/feastdays. catalog price 25c. last entry #294. minimum age 10 enforced. membership mentioned but no pricing details. no lottery/competition found.,"https://www.delpher.nl/nl/kranten/view?query=groningen+tentoonstelling+%22levende+meesters%22+1849&coll=ddd&identifier=ddd:010583717:mpeg21:a0001&resultsidentifier=ddd:010583717:mpeg21:a0001&rowid=1, https://www.delpher.nl/nl/kranten/view?query=pictura+tentoonstelling+1849&coll=ddd&identifier=ddd:010583712:mpeg21:a0003&resultsidentifier=ddd:010583712:mpeg21:a0003&rowid=1, https://www.delpher.nl/nl/kranten/view?query=pictura+tentoonstelling+1849&coll=ddd&identifier=ddd:010583721:mpeg21:a0002&resultsidentifier=ddd:010583721:mpeg21:a0002&rowid=2"
2015018720,rotterdam,1850,06/05-16/06,national,sociëteit harmonie,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,12:00-15:00,0.25,0.25,TRUE,unknown,"doorlopende toegangskaarten voor persoonlijke gebruik.  leden van het schilderkundig genootschap alhier en hunne dames, op zondagden 5 dezer, van 12 tot 3 ure",TRUE,5,FALSE,unknown,428,stukken zonder * niet te koop; inteekeningslijst voor lithografie van paul tétar van elven beschikbaar,year inferred unavailable; duration unspecified; institution derived from 'sociëteit harmonie'; all weekdays open with consistent 10:00-13:00 except sunday 12:00-15:00; membership inferred from 'toegang-kaarten'; competition from 'mededinging'; total entries counted from sequential numbering up to 428,"https://www.delpher.nl/nl/kranten/view?query=rotterdam+soci%c3%abteit+harmonie+tentoonstelling+1850&coll=ddd&identifier=ddd:010395598:mpeg21:a0015&resultsidentifier=ddd:010395598:mpeg21:a0015&rowid=3, https://www.delpher.nl/nl/kranten/view?query=rotterdam+soci%c3%abteit+harmonie+tentoonstelling+1850&coll=ddd&identifier=ddd:010395613:mpeg21:a0017&resultsidentifier=ddd:010395613:mpeg21:a0017&rowid=5"
2015022220,rotterdam,1854,11/06-08/07,international,academie van beeldende kunsten en technische wetenschappen,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,12:00-15:00,0.25,0.25,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,328,"de stukken op deze lijst met een * gemerkt, zijn niet te koop","exhibition held at sociëteit harmonie rotterdam. daily opening 10-17 except sundays 12-15. entry fee 25 cents for all days. catalogue available but price unspecified. last artwork entry #380. no mentions of memberships, competitions or age restrictions.",https://www.delpher.nl/nl/kranten/view?cql%5b%5d=%28date+_gte_+%2201-01-1852%22%29&query=rotterdam+tentoonstelling+levende+meesters+1854&coll=ddd&redirect=true&identifier=ddd:010980165:mpeg21:a0037&resultsidentifier=ddd:010980165:mpeg21:a0037&rowid=1
2015019950,groningen,1856,12/05-21/06,national,pictura,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,TRUE,10:00-17:00,0.25,0.25,FALSE,unavailable,unavailable,unavailable,TRUE,unknown,gratis toegang,TRUE,5,FALSE,10,312,stokken en parapluien moeten bij ingang worden afgegeven; werken zonder * zijn te koop.,catalogue id enforced. city from 'te groningen'. type national (nederlandsche meesters). institution 'pictura'. catalogue price inferred from 'prijs 25'. opening days exclude sundays/feestdagen with merged 10:00-17:00 times. membership benefits from 'geen lid betaalt 35 cents'. minimum age from 'beneden 10 jaren niet toegelaten'. total entries counted to 312. misc includes umbrella rules and sales info.,"https://www.delpher.nl/nl/kranten/view?query=pictura+tentoonstelling+1856&coll=ddd&identifier=ddd:010771933:mpeg21:a0003&resultsidentifier=ddd:010771933:mpeg21:a0003&rowid=2, https://www.delpher.nl/nl/kranten/view?query=pictura+tentoonstelling+1856&coll=ddd&identifier=ddd:010771980:mpeg21:a0005&resultsidentifier=ddd:010771980:mpeg21:a0005&rowid=4"
2015035970,rotterdam,1858,09/05-06/06,international,academie van beeldende kunsten en technische wetenschappen,0.25,TRUE,09:00-17:00,0.25,0.25,TRUE,09:00-17:00,0.25,0.25,TRUE,09:00-17:00,0.25,0.25,TRUE,09:00-17:00,0.25,0.25,TRUE,09:00-17:00,0.25,0.25,TRUE,09:00-17:00,0.25,0.25,TRUE,12:00-15:00,0.25,0.25,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,407,stukken met * zijn niet te koop; commissieleden aanwezig dagelijks 13:00-15:00,"city identified from 'te rotterdam' on front page. daily opening hours extracted from 'dagelijks van voormiddags 9 tot namiddags 5 ure', sunday hours specified separately. entry price consistently 25 cents. total entries counted through artwork list ending at 407. *-marked works noted as not for sale. no membership/competition/lottery references found.",https://www.delpher.nl/nl/kranten/view?query=rotterdam+tentoonstelling+1858+soci%c3%abteit+harmonie&coll=ddd&identifier=ddd:010980629:mpeg21:a0015&resultsidentifier=ddd:010980629:mpeg21:a0015&rowid=1
2015018470,s gravenhage,1859,30/05-unknown,national,teeken-akademie,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,12:00-17:00,0.25,0.25,TRUE,2.5,toegang met abonnement,FALSE,unknown,TRUE,10,702,parapluien moeten bij ingang worden afgegeven. verboden kunstwerken aan te raken. geen kinderen onder 10 jaar. verkoop alleen via commissarissen.,exhibition held at tecken-akademie with daily opening times. catalogue sold for 25 cents. membership available for 2.50. minimum age 10. total 702 entries including supplements. competition indicators present (buiten mededinging mentions).,nan
2015019150,amsterdam,1860,03/09-unknown,national,arti et amicitiae,0.25,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,FALSE,unknown,unknown,TRUE,unknown,FALSE,unknown,286,verkoop via kommissie; 5% commissie aan weduwen- en weezenfonds; * = niet te koop; klerk geeft inlichtingen in lokaal,"exhibition year inferred from latest artwork date (entry 189: 1858). institution derived from ""maatschappij"" managing sales. total entries counted sequentially (1-286). no explicit opening days/times found. membership/lottery/competition details absent.",https://www.delpher.nl/nl/kranten/view?query=amsterdam+tentoonstelling+%22levende+meesters%22+1860&coll=ddd&identifier=ddd:010240472:mpeg21:a0030&resultsidentifier=ddd:010240472:mpeg21:a0030&rowid=1
2015035560,rotterdam,1862,04/05-02/06,international,sociëteit harmonie,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,12:00-15:00,0.25,0.25,TRUE,unknown,"geopend: voor de leden der academie en de inzenders met hunne dames , op zaturdag 3 mei, van 12 tot 4 ure.",TRUE,5,TRUE,unknown,511,uc stukken op deze lijst met een * gemerkt zijn niet te koop,"identified city from 'te rotterdam' on front page. year extracted from 'in 1802'. catalogue price inferred from 'prijs 25' (interpreted as catalog cost). daily opening times parsed: weekdays 9-4, sundays 12-3. entry price 0.25 guilders mentioned explicitly. competition marked 'true' due to 'buiten mededinging' annotations. total entries counted up to no. 511. misc notes artworks with * are not for sale. no membership/lottery references found.","https://www.delpher.nl/nl/kranten/view?query=rotterdam+tentoonstelling+1862+soci%c3%abteit+harmonie&coll=ddd&identifier=ddd:010110527:mpeg21:a0055&resultsidentifier=ddd:010110527:mpeg21:a0055&rowid=1, https://www.delpher.nl/nl/kranten/view?query=rotterdam+tentoonstelling+1862+soci%c3%abteit+harmonie+verloting&coll=ddd&identifier=ddd:000021162:mpeg21:a0003&resultsidentifier=ddd:000021162:mpeg21:a0003&rowid=1"
2015019530,s gravenhage,1863,unknown,national,"teeken-akademie, prinsessegracht",0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,12:00-17:00,0.25,0.25,TRUE,1.5,"toegang met abonnement, verplichte naamsregistratie",FALSE,unknown,TRUE,10,568,parapluien moeten bij ingang worden afgegeven; verboden kunstwerken aan te raken; verkoop via commissarissen; kunstwerken met * in catalogus zijn niet te koop,"catalogue id from filename; 
city from 's gravenhage on front page; 
year from '1865' in title; 
duration not explicitly stated; 
type inferred as national (dutch masters); 
institution from 'gebouw der teeken-akademie'; 
catalogue price from '25 cent' note; 
opening days: 'alle dagen der week' + sunday special hours; 
standard entry price 0.25 guilders daily; 
membership from 'abonnement-kaarten 1.50'; 
competition from 'buiten mededinging' markers; 
minimum age from 'kinderen beneden 10 niet toegelaten'; 
total entries counted to 568; 
misc rules about umbrellas/touching/sales",nan
2015035240,amsterdam,1867,unknown,international,arti et amicitiae,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,10:00-16:00,0.25,0.25,TRUE,5,"aandeel verkrijgt in de verloting van kunstwerken, een gravure",TRUE,unknown,FALSE,unknown,297,kunstwerken zonder prijsopgave zijn niet te koop (*). 5% commissie ten bate van het weduwen-en weezenfonds bij alle verkopen.,"city extracted from 'te amsterdam'. catalogue price from '35 cents'. institution from 'maatschappij' references. total entries counted from last numbered artwork (297). sales rules translated from dutch text about non-priced items and commission. no explicit dates, membership details, or opening times found in provided text.","https://www.delpher.nl/nl/kranten/view?query=amsterdam+arti+tentoonstelling+%22levende+meesters%22+1867&coll=ddd&sortfield=date&identifier=ddd:000025207:mpeg21:a0009&resultsidentifier=ddd:000025207:mpeg21:a0009&rowid=2, https://www.delpher.nl/nl/kranten/view?query=amsterdam+arti+tentoonstelling+%22levende+meesters%22+1867&coll=ddd&sortfield=date&identifier=ddd:010138315:mpeg21:a0050&resultsidentifier=ddd:010138315:mpeg21:a0050&rowid=3"
2015022280,rotterdam,1867,05/05-02/06,national,academie van beeldende kunsten en technische wetenschappen te rotterdam,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,09:00-16:00,0.25,0.25,TRUE,12:00-15:00,0.25,0.25,FALSE,unknown,unknown,FALSE,unknown,FALSE,unknown,487,de stukken met * zijn niet te koop; commissie kan schilderijen tegen hogere prijs verkopen ten voordele van de vervaardiger.,year inferred from '1870' in catalog header. opening times standardized from '9 tot 4 ure' and sunday '12 tot 3 ure'. entry price fixed at 25 cents. total entries counted up to #487. no membership/lottery/competition mentioned. misc notes on sales conditions.,https://www.delpher.nl/nl/kranten/view?query=rotterdam+tentoonstelling+1867+soci%c3%abteit+harmonie+&coll=ddd&identifier=ddd:010114018:mpeg21:a0027&resultsidentifier=ddd:010114018:mpeg21:a0027&rowid=2
